actuary,1345,1345,7362,名詞,一般,*,*,*,*,アクチュアリー,アクチュアリー,アクチュアリー,1/6,C1
activist,1345,1345,7362,名詞,一般,*,*,*,*,アクティビスト,アクティビスト,アクティビスト,4/6,C1
activity,1345,1345,7362,名詞,一般,*,*,*,*,アクティビティー,アクティビティー,アクティビティー,3/6,C1
acting,1345,1345,7362,名詞,一般,*,*,*,*,アクティング,アクティング,アクティング,0/5,C2
act,1345,1345,7655,名詞,一般,*,*,*,*,アクト,アクト,アクト,1/3,C1
actoress,1345,1345,7362,名詞,一般,*,*,*,*,アクトレス,アクトレス,アクトレス,1/5,C1
across,1345,1345,7352,名詞,一般,*,*,*,*,アクロス,アクロス,アクロス,1/4,C1
acrostic,1345,1345,7362,名詞,一般,*,*,*,*,アクロスティック,アクロスティック,アクロスティック,5/7,C1
acronym,1345,1345,7258,名詞,一般,*,*,*,*,アクロニム,アクロニム,アクロニム,3/5,C1
acrobatic,1347,1347,6660,名詞,形容動詞語幹,*,*,*,*,アクロバティック,アクロバティック,アクロバティック,5/7,C1
acropolis,1345,1345,7362,名詞,一般,*,*,*,*,アクロポリス,アクロポリス,アクロポリス,4/6,C1
achromycin,1345,1345,7362,名詞,一般,*,*,*,*,アクロマイシン,アクロマイシン,アクロマイシン,4/7,C1
acrolein,1345,1345,7362,名詞,一般,*,*,*,*,アクロレイン,アクロレイン,アクロレイン,4/6,C1
acoustic,1347,1347,6966,名詞,形容動詞語幹,*,*,*,*,アクースティック,アクースティック,アクースティック,5/7,C1
agni,1348,1348,8001,名詞,固有名詞,一般,*,*,*,アグニ,アグニ,アグニ,1/3,*
ugly,1343,1343,6791,名詞,サ変接続,*,*,*,*,アグリー,アグリー,アグリー,1/4,C1
aggressor,1345,1345,7362,名詞,一般,*,*,*,*,アグレッサー,アグレッサー,アグレッサー,3/6,C1
aggression,1345,1345,7362,名詞,一般,*,*,*,*,アグレッション,アグレッション,アグレッション,3/6,C1
aggressive,1347,1347,6660,名詞,形容動詞語幹,*,*,*,*,アグレッシヴ,アグレッシブ,アグレッシブ,3/6,C1
agronomic,1345,1345,7362,名詞,一般,*,*,*,*,アグロノミック,アグロノミック,アグロノミック,5/7,C1
agouti,1345,1345,7362,名詞,一般,*,*,*,*,アグーチ,アグーチ,アグーチ,2/4,C1
again,1345,1345,7362,名詞,一般,*,*,*,*,アゲイン,アゲイン,アゲイン,2/4,C1
against,1345,1345,7362,名詞,一般,*,*,*,*,アゲンスト,アゲンスト,アゲンスト,2/5,C1
acosta,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アコスタ,アコスタ,アコスタ,2/4,*
according,1345,1345,7362,名詞,一般,*,*,*,*,アコーディング,アコーディング,アコーディング,0/6,C2
ago,1345,1345,7362,名詞,一般,*,*,*,*,アゴウ,アゴウ,アゴー,2/3,C1
agonist,1345,1345,7362,名詞,一般,*,*,*,*,アゴニスト,アゴニスト,アゴニスト,3/5,C1
agony,1348,1348,8001,名詞,固有名詞,一般,*,*,*,アゴニー,アゴニー,アゴニー,1/4,*
agone,1345,1345,7362,名詞,一般,*,*,*,*,アゴーン,アゴーン,アゴーン,2/4,C1
aside,1345,1345,7362,名詞,一般,*,*,*,*,アサイド,アサイド,アサイド,2/4,C1
assigner,1345,1345,7362,名詞,一般,*,*,*,*,アサイナー,アサイナー,アサイナー,2/5,C1
asylum,1345,1345,7362,名詞,一般,*,*,*,*,アサイラム,アサイラム,アサイラム,2/5,C1
assassin,1345,1345,7362,名詞,一般,*,*,*,*,アサシン,アサシン,アサシン,1/4,C1
assumption,1345,1345,7362,名詞,一般,*,*,*,*,アサンプション,アサンプション,アサンプション,2/6,C1
other,1345,1345,7362,名詞,一般,*,*,*,*,アザー,アザー,アザー,1/3,C1
assistance,1345,1345,7362,名詞,一般,*,*,*,*,アシスタンス,アシスタンス,アシスタンス,2/6,C1
asses,1349,1349,8889,名詞,固有名詞,人名,一般,*,*,アシズ,アシズ,アシズ,1/3,*
acid,1345,1345,7362,名詞,一般,*,*,*,*,アシッド,アシッド,アシッド,2/4,C1
acidosis,1345,1345,7362,名詞,一般,*,*,*,*,アシドーシス,アシドーシス,アシドーシス,3/6,C1
asura,1348,1348,8001,名詞,固有名詞,一般,*,*,*,アシュラ,アシュラ,アシュラ,1/3,*
ashley,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アシュレイ,アシュレイ,アシュレイ,1/4,*
assumed,1345,1345,7362,名詞,一般,*,*,*,*,アシュームド,アシュームド,アシュームド,2/5,C1
addison,1349,1349,8750,名詞,固有名詞,人名,一般,*,*,アジソン,アジソン,アジソン,1/4,*
agitating,1345,1345,7362,名詞,一般,*,*,*,*,アジテイティング,アジテイティング,アジテイティング,3/7,C1
adjustable,1345,1345,7362,名詞,一般,*,*,*,*,アジャスタブル,アジャスタブル,アジャスタブル,2/6,C1
adjustor,1345,1345,7362,名詞,一般,*,*,*,*,アジャスター,アジャスター,アジャスター,2/5,C1
adjusting,1345,1345,7362,名詞,一般,*,*,*,*,アジャスティング,アジャスティング,アジャスティング,2/6,C1
adjunct,1345,1345,7362,名詞,一般,*,*,*,*,アジャンクト,アジャンクト,アジャンクト,2/5,C1
adjuvant,1345,1345,7362,名詞,一般,*,*,*,*,アジュバント,アジュバント,アジュバント,3/5,C1
adjoining,1345,1345,7206,名詞,一般,*,*,*,*,アジョイニング,アジョイニング,アジョイニング,2/6,C1
agile,1345,1345,7362,名詞,一般,*,*,*,*,アジル,アジル,アジル,1/3,C1
us,1348,1348,8661,名詞,固有名詞,一般,*,*,*,アス,アス,アス,1/2,*
asquith,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アスキス,アスキス,アスキス,1/4,*
astounding,1345,1345,7362,名詞,一般,*,*,*,*,アスタウンディング,アスタウンディング,アスタウンディング,4/8,C1
astemizole,1345,1345,7362,名詞,一般,*,*,*,*,アステミゾール,アステミゾール,アステミゾール,5/7,C1
asphodel,1345,1345,7362,名詞,一般,*,*,*,*,アスフォデル,アスフォデル,アスフォデル,3/5,C1
aspergilus,1345,1345,7362,名詞,一般,*,*,*,*,アスペルギルス,アスペルギルス,アスペルギルス,5/7,C1
athlete,1345,1345,7350,名詞,一般,*,*,*,*,アスリート,アスリート,アスリート,3/5,C1
athletic,1345,1345,7359,名詞,一般,*,*,*,*,アスレティック,アスレティック,アスレティック,4/6,C1
as,1345,1345,7376,名詞,一般,*,*,*,*,アズ,アズ,アズ,1/2,C3
asthma,1345,1345,9122,名詞,一般,*,*,*,*,アズマ,アズマ,アズマ,1/3,C1
assess,1345,1345,7362,名詞,一般,*,*,*,*,アセス,アセス,アセス,1/3,C1
acetylcholine,1345,1345,7362,名詞,一般,*,*,*,*,アセチルコリン,アセチルコリン,アセチルコリン,5/7,C1
assessor,1345,1345,7362,名詞,一般,*,*,*,*,アセッサー,アセッサー,アセッサー,2/5,C1
assets,1345,1345,7360,名詞,一般,*,*,*,*,アセッツ,アセッツ,アセッツ,2/4,C1
asset,1345,1345,7335,名詞,一般,*,*,*,*,アセット,アセット,アセット,2/4,C1
ascension,1345,1345,7362,名詞,一般,*,*,*,*,アセンション,アセンション,アセンション,2/5,C1
athens,1353,1353,8546,名詞,固有名詞,地域,一般,*,*,アセンズ,アセンズ,アセンズ,2/4,*
ascendant,1345,1345,7362,名詞,一般,*,*,*,*,アセンダント,アセンダント,アセンダント,2/6,C1
assent,1345,1345,7362,名詞,一般,*,*,*,*,アセント,アセント,アセント,2/4,C1
ascend,1345,1345,7362,名詞,一般,*,*,*,*,アセンド,アセンド,アセンド,2/4,C1
assembler,1345,1345,7362,名詞,一般,*,*,*,*,アセンブラー,アセンブラー,アセンブラー,2/6,C1
assembly,1345,1345,7362,名詞,一般,*,*,*,*,アセンブリー,アセンブリー,アセンブリー,2/6,C1
associates,1345,1345,7224,名詞,一般,*,*,*,*,アソシエイツ,アソシエイツ,アソシエイツ,4/6,C1
associate,1345,1345,7353,名詞,一般,*,*,*,*,アソシエイト,アソシエイト,アソシエイト,4/6,C1
assort,1345,1345,7362,名詞,一般,*,*,*,*,アソート,アソート,アソート,2/4,C1
assault,1345,1345,7362,名詞,一般,*,*,*,*,アソールト,アソールト,アソールト,2/5,C1
utterance,1345,1345,7362,名詞,一般,*,*,*,*,アタランス,アタランス,アタランス,3/5,C1
utterly,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アタリー,アタリー,アタリー,1/4,*
adati,1348,1348,7879,名詞,固有名詞,一般,*,*,*,アダチ,アダチ,アダチ,0/3,*
adaptive,1347,1347,6975,名詞,形容動詞語幹,*,*,*,*,アダプティブ,アダプティブ,アダプティブ,2/5,C1
adaptec,1348,1348,8001,名詞,固有名詞,一般,*,*,*,アダプテック,アダプテック,アダプテック,4/6,*
adapt,1343,1343,6786,名詞,サ変接続,*,*,*,*,アダプト,アダプト,アダプト,2/4,C1
acheson,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アチソン,アチソン,アチソン,1/4,*
axe,1345,1345,7301,名詞,一般,*,*,*,*,アックス,アックス,アックス,1/4,C1
assi,1366,1366,7440,名詞,代名詞,一般,*,*,*,アッシ,アッシ,アッシ,0/3,*
usher,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アッシャー,アッシャー,アッシャー,1/4,*
ashe,1345,1345,7362,名詞,一般,*,*,*,*,アッシュ,アッシュ,アッシュ,1/3,C1
ashy,1345,1345,8057,名詞,一般,*,*,*,*,アッシー,アッシー,アッシー,1/4,C1
accelerando,1345,1345,7362,名詞,一般,*,*,*,*,アッチェレランド,アッチェレランド,アッチェレランド,5/7,C1
add,1345,1345,7362,名詞,一般,*,*,*,*,アッド,アッド,アッド,1/3,C1
apps,1343,1343,6785,名詞,サ変接続,*,*,*,*,アップス,アップス,アップス,1/4,C1
atuko,1351,1351,9248,名詞,固有名詞,人名,名,*,*,アツコ,アツコ,アツコ,1/3,*
attest,1345,1345,7362,名詞,一般,*,*,*,*,アテスト,アテスト,アテスト,2/4,C1
attendant,1345,1345,7343,名詞,一般,*,*,*,*,アテンダント,アテンダント,アテンダント,2/6,C1
attend,1343,1343,6791,名詞,サ変接続,*,*,*,*,アテンド,アテンド,アテンド,2/4,C1
adios,1345,1345,7362,名詞,一般,*,*,*,*,アディオス,アディオス,アディオス,1/4,C1
addiction,1345,1345,7362,名詞,一般,*,*,*,*,アディクション,アディクション,アディクション,2/5,C1
addict,1343,1343,6791,名詞,サ変接続,*,*,*,*,アディクト,アディクト,アディクト,2/4,C1
additional,1347,1347,6660,名詞,形容動詞語幹,*,*,*,*,アディショナル,アディショナル,アディショナル,2/5,C1
addition,1345,1345,7362,名詞,一般,*,*,*,*,アディション,アディション,アディション,1/4,C1
additive,1347,1347,6975,名詞,形容動詞語幹,*,*,*,*,アディティブ,アディティブ,アディティブ,1/4,C1
adenosine,1345,1345,7362,名詞,一般,*,*,*,*,アデノシン,アデノシン,アデノシン,3/5,C1
adept,1345,1345,7362,名詞,一般,*,*,*,*,アデプト,アデプト,アデプト,2/4,C1
adieu,1345,1345,7362,名詞,一般,*,*,*,*,アデュー,アデュー,アデュー,2/3,C1
adelaide,1353,1353,8544,名詞,固有名詞,地域,一般,*,*,アデレイド,アデレイド,アデレイド,3/5,*
atomic,1345,1345,7362,名詞,一般,*,*,*,*,アトミック,アトミック,アトミック,3/5,C1
atoll,1345,1345,7362,名詞,一般,*,*,*,*,アトール,アトール,アトール,2/4,C1
addle,1345,1345,7362,名詞,一般,*,*,*,*,アドゥル,アドゥル,アドゥル,1/3,C1
adonis,1345,1345,7362,名詞,一般,*,*,*,*,アドニス,アドニス,アドニス,1/4,C1
anachronisms,1345,1345,7362,名詞,一般,*,*,*,*,アナクロニズムス,アナクロニズムス,アナクロニズムス,5/8,C1
anagram,1345,1345,7362,名詞,一般,*,*,*,*,アナグラム,アナグラム,アナグラム,2/5,C1
anaconda,1345,1345,7362,名詞,一般,*,*,*,*,アナコンダ,アナコンダ,アナコンダ,3/5,C1
another,1345,1345,7362,名詞,一般,*,*,*,*,アナザー,アナザー,アナザー,2/4,C1
anat,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アナト,アナト,アナト,1/3,*
anabaptist,1345,1345,7362,名詞,一般,*,*,*,*,アナバプティスト,アナバプティスト,アナバプティスト,5/7,C1
anaphora,1345,1345,7362,名詞,一般,*,*,*,*,アナフォラ,アナフォラ,アナフォラ,0/4,C2
annapolis,1353,1353,8546,名詞,固有名詞,地域,一般,*,*,アナポリス,アナポリス,アナポリス,3/5,*
analyzer,1345,1345,7181,名詞,一般,*,*,*,*,アナライザー,アナライザー,アナライザー,3/6,C1
analyze,1345,1345,7362,名詞,一般,*,*,*,*,アナライズ,アナライズ,アナライズ,1/5,C1
analytical,1347,1347,6660,名詞,形容動詞語幹,*,*,*,*,アナリティカル,アナリティカル,アナリティカル,4/6,C1
analytic,1347,1347,6975,名詞,形容動詞語幹,*,*,*,*,アナリティック,アナリティック,アナリティック,4/6,*
annul,1345,1345,6741,名詞,一般,*,*,*,*,アナル,アナル,アナル,1/3,C1
analogical,1345,1345,7362,名詞,一般,*,*,*,*,アナロジカル,アナロジカル,アナロジカル,3/6,C1
anarchy,1347,1347,6975,名詞,形容動詞語幹,*,*,*,*,アナーキー,アナーキー,アナーキー,2/5,C1
anise,1345,1345,7362,名詞,一般,*,*,*,*,アニス,アニス,アニス,1/3,C1
anniversary,1345,1345,7357,名詞,一般,*,*,*,*,アニバーサリー,アニバーサリー,アニバーサリー,3/7,C1
animalism,1345,1345,7362,名詞,一般,*,*,*,*,アニマリズム,アニマリズム,アニマリズム,4/6,C1
animal,1345,1345,7362,名詞,一般,*,*,*,*,アニマル,アニマル,アニマル,1/4,C1
animation,1345,1345,7361,名詞,一般,*,*,*,*,アニメイション,アニメイション,アニメイション,3/6,C1
animator,1345,1345,7362,名詞,一般,*,*,*,*,アニメイター,アニメイター,アニメイター,3/6,C1
annual,1345,1345,7362,名詞,一般,*,*,*,*,アニュアル,アニュアル,アニュアル,1/4,C1
annular,1345,1345,7362,名詞,一般,*,*,*,*,アニュラー,アニュラー,アニュラー,1/4,C1
anew,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アニュー,アニュー,アニュー,1/3,*
annie,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アニー,アニー,アニー,1/3,*
anita,1349,1349,8882,名詞,固有名詞,人名,一般,*,*,アニータ,アニータ,アニータ,2/4,*
annex,1345,1345,7362,名詞,一般,*,*,*,*,アネックス,アネックス,アネックス,2/5,C1
annette,1349,1349,8889,名詞,固有名詞,人名,一般,*,*,アネット,アネット,アネット,2/4,*
anonymous,1345,1345,7362,名詞,一般,*,*,*,*,アノニマス,アノニマス,アノニマス,2/5,C1
anonym,1345,1345,7362,名詞,一般,*,*,*,*,アノニム,アノニム,アノニム,1/4,C1
anomalous,1345,1345,7362,名詞,一般,*,*,*,*,アノマラス,アノマラス,アノマラス,3/5,C1
anomie,1345,1345,7362,名詞,一般,*,*,*,*,アノミー,アノミー,アノミー,1/4,C1
ano,1349,1349,8858,名詞,固有名詞,人名,一般,*,*,アノー,アノー,アノー,1/3,*
anode,1345,1345,7362,名詞,一般,*,*,*,*,アノード,アノード,アノード,2/4,C1
ava,1345,1345,7454,名詞,一般,*,*,*,*,アバ,アバ,アバ,1/2,C1
about,1347,1347,6975,名詞,形容動詞語幹,*,*,*,*,アバウト,アバウト,アバウト,2/4,C1
abacus,1345,1345,7362,名詞,一般,*,*,*,*,アバカス,アバカス,アバカス,1/4,C1
abaci,1345,1345,8722,名詞,一般,*,*,*,*,アバシ,アバシ,アバシ,1/3,C1
abuts,1345,1345,7362,名詞,一般,*,*,*,*,アバット,アバット,アバット,1/4,C1
aberdeen,1353,1353,8546,名詞,固有名詞,地域,一般,*,*,アバディーン,アバディーン,アバディーン,3/5,*
avalanche,1345,1345,7362,名詞,一般,*,*,*,*,アバランチ,アバランチ,アバランチ,3/5,C1
avant,1345,1345,7511,名詞,一般,*,*,*,*,アバン,アバン,アバン,1/3,C1
abndoned,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アバンダンド,アバンダンド,アバンダンド,2/6,*
avanti,1348,1348,8001,名詞,固有名詞,一般,*,*,*,アバンテ,アバンテ,アバンテ,2/4,*
aversive,1345,1345,7362,名詞,一般,*,*,*,*,アバーシブ,アバーシブ,アバーシブ,2/5,C1
averse,1345,1345,7362,名詞,一般,*,*,*,*,アバース,アバース,アバース,2/4,C1
apathy,1345,1345,7362,名詞,一般,*,*,*,*,アパシー,アパシー,アパシー,1/4,C1
apatite,1345,1345,7362,名詞,一般,*,*,*,*,アパタイト,アパタイト,アパタイト,1/5,C1
apache,1348,1348,7980,名詞,固有名詞,一般,*,*,*,アパッチ,アパッチ,アパッチ,2/4,*
aperture,1345,1345,7362,名詞,一般,*,*,*,*,アパーチャー,アパーチャー,アパーチャー,2/5,C1
abbey,1345,1345,7364,名詞,一般,*,*,*,*,アビ,アビ,アビ,1/2,C1
abigail,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アビガイル,アビガイル,アビガイル,3/5,*
abyssinian,1345,1345,7362,名詞,一般,*,*,*,*,アビシニアン,アビシニアン,アビシニアン,3/6,C1
abyss,1345,1345,6980,名詞,一般,*,*,*,*,アビス,アビス,アビス,1/3,C1
abuse,1345,1345,7362,名詞,一般,*,*,*,*,アビューズ,アビューズ,アビューズ,2/4,C1
abilities,1345,1345,7362,名詞,一般,*,*,*,*,アビリティーズ,アビリティーズ,アビリティーズ,2/6,C2
abby,1345,1345,7362,名詞,一般,*,*,*,*,アビー,アビー,アビー,1/3,C1
appearance,1345,1345,7362,名詞,一般,*,*,*,*,アピアランス,アピアランス,アピアランス,2/6,C1
appear,1345,1345,7362,名詞,一般,*,*,*,*,アピアー,アピアー,アピアー,2/4,C1
apical,1345,1345,7362,名詞,一般,*,*,*,*,アピカル,アピカル,アピカル,1/4,C1
affix,1348,1348,8001,名詞,固有名詞,一般,*,*,*,アピックス,アピックス,アピックス,2/5,*
appealing,1345,1345,7362,名詞,一般,*,*,*,*,アピーリング,アピーリング,アピーリング,2/6,C1
affirmative,1347,1347,6975,名詞,形容動詞語幹,*,*,*,*,アファーマティブ,アファーマティブ,アファーマティブ,2/6,C1
affinis,1345,1345,7362,名詞,一般,*,*,*,*,アフィニス,アフィニス,アフィニス,1/4,C1
affinity,1345,1345,7362,名詞,一般,*,*,*,*,アフィニティー,アフィニティー,アフィニティー,2/5,C1
affiliate,1345,1345,7223,名詞,一般,*,*,*,*,アフィリエイト,アフィリエイト,アフィリエイト,2/6,C1
affair,1345,1345,7362,名詞,一般,*,*,*,*,アフェアー,アフェアー,アフェアー,2/4,C1
affect,1345,1345,7362,名詞,一般,*,*,*,*,アフェクト,アフェクト,アフェクト,2/4,C1
affleck,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アフレック,アフレック,アフレック,1/5,*
afro,1345,1345,7362,名詞,一般,*,*,*,*,アフロ,アフロ,アフロ,1/3,C1
absalom,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アブサロム,アブサロム,アブサロム,3/5,*
abjection,1345,1345,7362,名詞,一般,*,*,*,*,アブジェクション,アブジェクション,アブジェクション,3/6,C1
abject,1345,1345,7362,名詞,一般,*,*,*,*,アブジェクト,アブジェクト,アブジェクト,3/5,C1
absent,1345,1345,7362,名詞,一般,*,*,*,*,アブセント,アブセント,アブセント,1/5,C1
absolute,1345,1345,7362,名詞,一般,*,*,*,*,アブソリュート,アブソリュート,アブソリュート,1/6,C1
absorber,1345,1345,7362,名詞,一般,*,*,*,*,アブソーバー,アブソーバー,アブソーバー,3/6,C1
absord,1345,1345,7362,名詞,一般,*,*,*,*,アブソーブ,アブソーブ,アブソーブ,3/5,C1
abduction,1345,1345,7362,名詞,一般,*,*,*,*,アブダクション,アブダクション,アブダクション,3/6,C1
abdallah,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アブダラ,アブダラ,アブダラ,0/4,*
abdul,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アブデュル,アブデュル,アブデュル,1/4,*
abdel,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アブデル,アブデル,アブデル,1/4,*
abt,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アブト,アブト,アブト,1/3,*
abdominal,1345,1345,7362,名詞,一般,*,*,*,*,アブドミナル,アブドミナル,アブドミナル,3/6,C1
abner,12,12,4907,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,アブナーイ,アブナー,アブナー,3/4,C1
abner,1349,1349,8888,名詞,固有名詞,人名,一般,*,*,アブナー,アブナー,アブナー,1/4,*
